N°        Compile         Mode  Dimension  Test_Mode  Samples    N Procs    Scaling    Avg_Time(s)     Seq_time(s)     Speedup    Efficiency
57         MPISG           2     2048       1          25         64         0          0.063914227486  0.049259185791  0.77       1.20      %
59         MPISG           2     4096       1          25         2          0          0.155049085617  0.228516817093  1.47       73.69     %
60         MPISG           2     4096       1          25         4          0          0.181236219406  0.228516817093  1.26       31.52     %
61         MPISG           2     4096       1          25         8          0          0.161326217651  0.228516817093  1.42       17.71     %
62         MPISG           2     4096       1          25         16         0          0.244370770454  0.228516817093  0.94       5.84      %
63         MPISG           2     4096       1          25         32         0          0.140583300591  0.228516817093  1.63       5.08      %
64         MPISG           2     4096       1          25         64         0          0.169166064262  0.228516817093  1.35       2.11      %
66         MPISG           2     16         1          25         2          1          0.000013279915  0.000005888939  0.44       22.17     %
67         MPISG           2     16         1          25         4          1          0.000040459633  0.000005888939  0.15       3.64      %
68         MPISG           2     16         1          25         8          1          0.000085759163  0.000005888939  0.07       0.86      %
69         MPISG           2     16         1          25         16         1          0.000182461739  0.000005888939  0.03       0.20      %
71         MPISG           2     32         1          25         2          1          0.000023531914  0.000009846687  0.42       20.92     %
72         MPISG           2     32         1          25         4          1          0.000079560280  0.000009846687  0.12       3.09      %
73         MPISG           2     32         1          25         8          1          0.000173521042  0.000009846687  0.06       0.71      %
74         MPISG           2     32         1          25         16         1          0.000421428680  0.000009846687  0.02       0.15      %
76         MPISG           2     64         1          25         2          1          0.000056982040  0.000030732155  0.54       26.97     %
77         MPISG           2     64         1          25         4          1          0.000184774399  0.000030732155  0.17       4.16      %
78         MPISG           2     64         1          25         8          1          0.000478625298  0.000030732155  0.06       0.80      %
79         MPISG           2     64         1          25         16         1          0.001623821259  0.000030732155  0.02       0.12      %
81         MPISG           2     128        1          25         2          1          0.000207710266  0.000130748749  0.63       31.47     %
82         MPISG           2     128        1          25         4          1          0.000556278229  0.000130748749  0.24       5.88      %
83         MPISG           2     128        1          25         8          1          0.001426482201  0.000130748749  0.09       1.15      %
84         MPISG           2     128        1          25         16         1          0.005190420151  0.000130748749  0.03       0.16      %
86         MPISG           2     256        1          25         2          1          0.000772714615  0.000555777550  0.72       35.96     %
87         MPISG           2     256        1          25         4          1          0.001703906059  0.000555777550  0.33       8.15      %
88         MPISG           2     256        1          25         8          1          0.004143047333  0.000555777550  0.13       1.68      %
89         MPISG           2     256        1          25         16         1          0.012770700455  0.000555777550  0.04       0.27      %
91         MPISG           2     512        1          25         2          1          0.003355264664  0.002395653725  0.71       35.70     %
92         MPISG           2     512        1          25         4          1          0.006064438820  0.002395653725  0.40       9.88      %
93         MPISG           2     512        1          25         8          1          0.013245916367  0.002395653725  0.18       2.26      %
94         MPISG           2     512        1          25         16         1          0.034950637817  0.002395653725  0.07       0.43      %
96         MPISG           2     1024       1          25         2          1          0.014821934700  0.010804677010  0.73       36.45     %
97         MPISG           2     1024       1          25         4          1          0.024595904350  0.010804677010  0.44       10.98     %
98         MPISG           2     1024       1          25         8          1          0.056634402275  0.010804677010  0.19       2.38      %
99         MPISG           2     1024       1          25         16         1          0.126529788971  0.010804677010  0.09       0.53      %
