N°        Compile    Mode  Dimension  Test_Mode  Samples    Threads    Time(s)        
1602       MPIBLOCKOPT 4     16         1          25         4          0.000983715057 
1603       MPIBLOCKOPT 4     16         1          25         4          0.000094175339 
1604       MPIBLOCKOPT 4     16         1          25         4          0.000156164169 
1605       MPIBLOCKOPT 4     16         1          25         4          0.000094413757 
1606       MPIBLOCKOPT 4     16         1          25         4          0.000178337097 
1607       MPIBLOCKOPT 4     16         1          25         4          0.000090122223 
1608       MPIBLOCKOPT 4     16         1          25         4          0.000176191330 
1609       MPIBLOCKOPT 4     16         1          25         4          0.000102519989 
1610       MPIBLOCKOPT 4     16         1          25         4          0.000128746033 
1611       MPIBLOCKOPT 4     16         1          25         4          0.000069379807 
1612       MPIBLOCKOPT 4     16         1          25         4          0.000065088272 
1613       MPIBLOCKOPT 4     16         1          25         4          0.000094413757 
1614       MPIBLOCKOPT 4     16         1          25         4          0.000096082687 
1615       MPIBLOCKOPT 4     16         1          25         4          0.000097513199 
1616       MPIBLOCKOPT 4     16         1          25         4          0.000055074692 
1617       MPIBLOCKOPT 4     16         1          25         4          0.000070333481 
1618       MPIBLOCKOPT 4     16         1          25         4          0.000061750412 
1619       MPIBLOCKOPT 4     16         1          25         4          0.000090599060 
1620       MPIBLOCKOPT 4     16         1          25         4          0.000058174133 
1621       MPIBLOCKOPT 4     16         1          25         4          0.000058174133 
1622       MPIBLOCKOPT 4     16         1          25         4          0.000061035156 
1623       MPIBLOCKOPT 4     16         1          25         4          0.000093698502 
1624       MPIBLOCKOPT 4     16         1          25         4          0.000060319901 
1625       MPIBLOCKOPT 4     16         1          25         4          0.000063657761 
1626       MPIBLOCKOPT 4     16         1          25         4          0.000066757202 
1627       MPIBLOCKOPT 4     16         1          25         16         0.001000881195 
1628       MPIBLOCKOPT 4     16         1          25         16         0.000163316727 
1629       MPIBLOCKOPT 4     16         1          25         16         0.000157117844 
1630       MPIBLOCKOPT 4     16         1          25         16         0.000152587891 
1631       MPIBLOCKOPT 4     16         1          25         16         0.000153779984 
1632       MPIBLOCKOPT 4     16         1          25         16         0.000149726868 
1633       MPIBLOCKOPT 4     16         1          25         16         0.000148773193 
1634       MPIBLOCKOPT 4     16         1          25         16         0.000145435333 
1635       MPIBLOCKOPT 4     16         1          25         16         0.000143527985 
1636       MPIBLOCKOPT 4     16         1          25         16         0.000148296356 
1637       MPIBLOCKOPT 4     16         1          25         16         0.000144958496 
1638       MPIBLOCKOPT 4     16         1          25         16         0.000147104263 
1639       MPIBLOCKOPT 4     16         1          25         16         0.000157833099 
1640       MPIBLOCKOPT 4     16         1          25         16         0.000144958496 
1641       MPIBLOCKOPT 4     16         1          25         16         0.000147342682 
1642       MPIBLOCKOPT 4     16         1          25         16         0.000144243240 
1643       MPIBLOCKOPT 4     16         1          25         16         0.000140666962 
1644       MPIBLOCKOPT 4     16         1          25         16         0.000132083893 
1645       MPIBLOCKOPT 4     16         1          25         16         0.000126600266 
1646       MPIBLOCKOPT 4     16         1          25         16         0.000129222870 
1647       MPIBLOCKOPT 4     16         1          25         16         0.000114440918 
1648       MPIBLOCKOPT 4     16         1          25         16         0.000113725662 
1649       MPIBLOCKOPT 4     16         1          25         16         0.000109910965 
1650       MPIBLOCKOPT 4     16         1          25         16         0.000099658966 
1651       MPIBLOCKOPT 4     16         1          25         16         0.000101804733 
1652       MPIBLOCKOPT 4     16         1          25         16         0.000700712204 
1653       MPIBLOCKOPT 4     16         1          25         16         0.000160694122 
1654       MPIBLOCKOPT 4     16         1          25         16         0.000160217285 
1655       MPIBLOCKOPT 4     16         1          25         16         0.000153541565 
1656       MPIBLOCKOPT 4     16         1          25         16         0.000144481659 
1657       MPIBLOCKOPT 4     16         1          25         16         0.000138282776 
1658       MPIBLOCKOPT 4     16         1          25         16         0.000143527985 
1659       MPIBLOCKOPT 4     16         1          25         16         0.000149488449 
1660       MPIBLOCKOPT 4     16         1          25         16         0.000143766403 
1661       MPIBLOCKOPT 4     16         1          25         16         0.000136852264 
1662       MPIBLOCKOPT 4     16         1          25         16         0.000138998032 
1663       MPIBLOCKOPT 4     16         1          25         16         0.000144004822 
1664       MPIBLOCKOPT 4     16         1          25         16         0.000140190125 
1665       MPIBLOCKOPT 4     16         1          25         16         0.000141382217 
1666       MPIBLOCKOPT 4     16         1          25         16         0.000142812729 
1667       MPIBLOCKOPT 4     16         1          25         16         0.000154256821 
1668       MPIBLOCKOPT 4     16         1          25         16         0.000137567520 
1669       MPIBLOCKOPT 4     16         1          25         16         0.000133037567 
1670       MPIBLOCKOPT 4     16         1          25         16         0.000129699707 
1671       MPIBLOCKOPT 4     16         1          25         16         0.000131368637 
1672       MPIBLOCKOPT 4     16         1          25         16         0.000119447708 
1673       MPIBLOCKOPT 4     16         1          25         16         0.000116586685 
1674       MPIBLOCKOPT 4     16         1          25         16         0.000105142593 
1675       MPIBLOCKOPT 4     16         1          25         16         0.000102043152 
1676       MPIBLOCKOPT 4     16         1          25         16         0.000096797943 
1677       MPIBLOCKOPT 4     16         1          25         16         0.001447677612 
1678       MPIBLOCKOPT 4     16         1          25         16         0.000173807144 
1679       MPIBLOCKOPT 4     16         1          25         16         0.000156641006 
1680       MPIBLOCKOPT 4     16         1          25         16         0.000151395798 
1681       MPIBLOCKOPT 4     16         1          25         16         0.000140905380 
