N°        Compile         Mode  Dimension  Test_Mode  Samples    Threads    Avg_Time(s)     Seq_time(s)     Speedup    Efficiency
3          TEST            4     16         1          25         4          0.000123286247  0.000033569336  0.27       6.81      %
5          TEST            4     4096       1          25         4          0.289607191086  1.433805990219  4.95       123.77    %
6          TEST            4     4096       1          25         16         0.211018681526  1.433805990219  6.79       42.47     %
7          TEST            4     4096       1          100        4          0.298806005716  1.433805990219  4.80       119.96    %
9          MPIBLOCKOPT     4     4096       1          25         4          0.309034681320  1.466719007492  4.75       118.65    %
11         MPIBLOCKOPT     4     16         1          25         4          0.000075435638  0.000010704994  0.14       3.55      %
12         MPIBLOCKOPT     4     16         1          25         16         0.000208902359  0.000010704994  0.05       0.32      %
13         MPIBLOCKOPT     4     16         1          25         32         0.000203061104  0.000010704994  0.05       0.16      %
14         MPIBLOCKOPT     4     16         1          25         64         0.000193095207  0.000010704994  0.06       0.09      %
16         MPIBLOCKOPT     4     32         1          25         4          0.000104832649  0.000050139427  0.48       11.96     %
17         MPIBLOCKOPT     4     32         1          25         16         0.000248837471  0.000050139427  0.20       1.26      %
19         MPIBLOCKOPT     4     64         1          25         4          0.000196909904  0.000088667870  0.45       11.26     %
20         MPIBLOCKOPT     4     64         1          25         16         0.000487112999  0.000088667870  0.18       1.14      %
21         MPIBLOCKOPT     4     64         1          25         64         0.000671958923  0.000088667870  0.13       0.21      %
23         MPIBLOCKOPT     4     128        1          25         4          0.000431728363  0.000150728226  0.35       8.73      %
24         MPIBLOCKOPT     4     128        1          25         16         0.001029610634  0.000150728226  0.15       0.91      %
25         MPIBLOCKOPT     4     128        1          25         64         0.001489806175  0.000150728226  0.10       0.16      %
27         MPIBLOCKOPT     4     256        1          25         4          0.001129436493  0.000622105598  0.55       13.77     %
28         MPIBLOCKOPT     4     256        1          25         16         0.002388882637  0.000622105598  0.26       1.63      %
29         MPIBLOCKOPT     4     256        1          25         64         0.003097033501  0.000622105598  0.20       0.31      %
31         MPIBLOCKOPT     4     512        1          25         4          0.003262567520  0.003058004379  0.94       23.43     %
32         MPIBLOCKOPT     4     512        1          25         16         0.005220580101  0.003058004379  0.59       3.66      %
33         MPIBLOCKOPT     4     512        1          25         64         0.005680394173  0.003058004379  0.54       0.84      %
35         MPIBLOCKOPT     4     1024       1          25         4          0.011071801186  0.015351319313  1.39       34.66     %
36         MPIBLOCKOPT     4     1024       1          25         16         0.017731690407  0.015351319313  0.87       5.41      %
37         MPIBLOCKOPT     4     1024       1          25         64         0.014814710617  0.015351319313  1.04       1.62      %
39         MPIBLOCKOPT     4     2048       1          25         4          0.036512017250  0.066868901253  1.83       45.79     %
40         MPIBLOCKOPT     4     2048       1          25         16         0.051815247536  0.066868901253  1.29       8.07      %
41         MPIBLOCKOPT     4     2048       1          25         64         0.042076015472  0.066868901253  1.59       2.48      %
