N°        Compile         Mode  Dimension  Test_Mode  Samples    N Procs    Scaling    Time(s)        
2652       MPIBLOCKOPT     4     16         1          25         0          4          0.000117540359 
2653       MPIBLOCKOPT     4     16         1          25         0          4          0.000100374222 
2654       MPIBLOCKOPT     4     16         1          25         0          4          0.000104904175 
2655       MPIBLOCKOPT     4     16         1          25         0          4          0.000786066055 
2656       MPIBLOCKOPT     4     16         1          25         0          4          0.000111103058 
2657       MPIBLOCKOPT     4     16         1          25         0          4          0.000103712082 
2658       MPIBLOCKOPT     4     16         1          25         0          4          0.000095844269 
2659       MPIBLOCKOPT     4     16         1          25         0          4          0.000099420547 
2660       MPIBLOCKOPT     4     16         1          25         0          4          0.000087738037 
2661       MPIBLOCKOPT     4     16         1          25         0          4          0.000084400177 
2662       MPIBLOCKOPT     4     16         1          25         0          4          0.000070095062 
2663       MPIBLOCKOPT     4     16         1          25         0          4          0.000068664551 
2664       MPIBLOCKOPT     4     16         1          25         0          4          0.000069379807 
2665       MPIBLOCKOPT     4     16         1          25         0          4          0.000069379807 
2666       MPIBLOCKOPT     4     16         1          25         0          4          0.000067472458 
2667       MPIBLOCKOPT     4     16         1          25         0          4          0.000066518784 
2668       MPIBLOCKOPT     4     16         1          25         0          4          0.000073671341 
2669       MPIBLOCKOPT     4     16         1          25         0          4          0.000061511993 
2670       MPIBLOCKOPT     4     16         1          25         0          4          0.000059366226 
2671       MPIBLOCKOPT     4     16         1          25         0          4          0.000060796738 
2672       MPIBLOCKOPT     4     16         1          25         0          4          0.000061035156 
2673       MPIBLOCKOPT     4     16         1          25         0          4          0.000058174133 
2674       MPIBLOCKOPT     4     16         1          25         0          4          0.000062704086 
2675       MPIBLOCKOPT     4     16         1          25         0          4          0.000063657761 
2676       MPIBLOCKOPT     4     16         1          25         0          4          0.000072956085 
2677       MPIBLOCKOPT     4     16         1          25         0          16         0.000877380371 
2678       MPIBLOCKOPT     4     16         1          25         0          16         0.000155925751 
2679       MPIBLOCKOPT     4     16         1          25         0          16         0.000140190125 
2680       MPIBLOCKOPT     4     16         1          25         0          16         0.000137567520 
2681       MPIBLOCKOPT     4     16         1          25         0          16         0.000143766403 
2682       MPIBLOCKOPT     4     16         1          25         0          16         0.000144958496 
2683       MPIBLOCKOPT     4     16         1          25         0          16         0.000146627426 
2684       MPIBLOCKOPT     4     16         1          25         0          16         0.000145912170 
2685       MPIBLOCKOPT     4     16         1          25         0          16         0.000152111053 
2686       MPIBLOCKOPT     4     16         1          25         0          16         0.000149965286 
2687       MPIBLOCKOPT     4     16         1          25         0          16         0.000143527985 
2688       MPIBLOCKOPT     4     16         1          25         0          16         0.000156164169 
2689       MPIBLOCKOPT     4     16         1          25         0          16         0.000139713287 
2690       MPIBLOCKOPT     4     16         1          25         0          16         0.000144720078 
2691       MPIBLOCKOPT     4     16         1          25         0          16         0.000139951706 
2692       MPIBLOCKOPT     4     16         1          25         0          16         0.000157594681 
2693       MPIBLOCKOPT     4     16         1          25         0          16         0.000157356262 
2694       MPIBLOCKOPT     4     16         1          25         0          16         0.000156402588 
2695       MPIBLOCKOPT     4     16         1          25         0          16         0.000163555145 
2696       MPIBLOCKOPT     4     16         1          25         0          16         0.000135183334 
2697       MPIBLOCKOPT     4     16         1          25         0          16         0.000149250031 
2698       MPIBLOCKOPT     4     16         1          25         0          16         0.000123023987 
