N°        Compile         Mode  Dimension  Test_Mode  Samples    Threads    Avg_Time(s)     Seq_time(s)     Speedup    Efficiency
2          MPISG           2     16         1          25         1          0.000022363663  0.000022363663  1.00       100.00    %
9          MPISG           2     32         1          25         1          0.000031304359  0.000031304359  1.00       100.00    %
16         MPISG           2     64         1          25         1          0.000082612038  0.000082612038  1.00       100.00    %
23         MPISG           2     128        1          25         1          0.000367426872  0.000367426872  1.00       100.00    %
30         MPISG           2     256        1          25         1          0.001486444473  0.001486444473  1.00       100.00    %
37         MPISG           2     512        1          25         1          0.004887795448  0.004887795448  1.00       100.00    %
44         MPISG           2     1024       1          25         1          0.013242959976  0.013242959976  1.00       100.00    %
51         MPISG           2     2048       1          25         1          0.052752518654  0.052752518654  1.00       100.00    %
58         MPISG           2     4096       1          25         1          0.483434772491  0.483434772491  1.00       100.00    %
65         MPIBLOCKOPT     4     16         1          25         1          0.000045061111  0.000045061111  1.00       100.00    %
70         MPIBLOCKOPT     4     32         1          25         1          0.000052881241  0.000052881241  1.00       100.00    %
73         MPIBLOCKOPT     4     64         1          25         1          0.000128126144  0.000128126144  1.00       100.00    %
77         MPIBLOCKOPT     4     128        1          25         1          0.000465631485  0.000465631485  1.00       100.00    %
81         MPIBLOCKOPT     4     256        1          25         1          0.001803803444  0.001803803444  1.00       100.00    %
85         MPIBLOCKOPT     4     512        1          25         1          0.005277943611  0.005277943611  1.00       100.00    %
89         MPIBLOCKOPT     4     1024       1          25         1          0.015632915497  0.015632915497  1.00       100.00    %
93         MPIBLOCKOPT     4     2048       1          25         1          0.057527136803  0.057527136803  1.00       100.00    %
97         MPIBLOCKOPT     4     4096       1          25         1          0.495741868019  0.495741868019  1.00       100.00    %
