N°        Compile         Mode  Dimension  Test_Mode  Samples    N Procs    Scaling    Time(s)        
2477       MPIBLOCKOPT     4     16         1          25         0          4          0.000123023987 
2478       MPIBLOCKOPT     4     16         1          25         0          4          0.000087499619 
2479       MPIBLOCKOPT     4     16         1          25         0          4          0.000090122223 
2480       MPIBLOCKOPT     4     16         1          25         0          4          0.000108480453 
2481       MPIBLOCKOPT     4     16         1          25         0          4          0.000491619110 
2482       MPIBLOCKOPT     4     16         1          25         0          4          0.000088930130 
2483       MPIBLOCKOPT     4     16         1          25         0          4          0.000087976456 
2484       MPIBLOCKOPT     4     16         1          25         0          4          0.000093936920 
2485       MPIBLOCKOPT     4     16         1          25         0          4          0.000082969666 
2486       MPIBLOCKOPT     4     16         1          25         0          4          0.000068426132 
2487       MPIBLOCKOPT     4     16         1          25         0          4          0.000062704086 
2488       MPIBLOCKOPT     4     16         1          25         0          4          0.000063419342 
2489       MPIBLOCKOPT     4     16         1          25         0          4          0.000055074692 
2490       MPIBLOCKOPT     4     16         1          25         0          4          0.000061273575 
2491       MPIBLOCKOPT     4     16         1          25         0          4          0.000066041946 
2492       MPIBLOCKOPT     4     16         1          25         0          4          0.000068187714 
2493       MPIBLOCKOPT     4     16         1          25         0          4          0.000058889389 
2494       MPIBLOCKOPT     4     16         1          25         0          4          0.000054836273 
2495       MPIBLOCKOPT     4     16         1          25         0          4          0.000054597855 
2496       MPIBLOCKOPT     4     16         1          25         0          4          0.000050544739 
2497       MPIBLOCKOPT     4     16         1          25         0          4          0.000057220459 
2498       MPIBLOCKOPT     4     16         1          25         0          4          0.000059366226 
2499       MPIBLOCKOPT     4     16         1          25         0          4          0.000057458878 
2500       MPIBLOCKOPT     4     16         1          25         0          4          0.000050783157 
2501       MPIBLOCKOPT     4     16         1          25         0          4          0.000051259995 
2502       MPIBLOCKOPT     4     16         1          25         0          16         0.000765800476 
2503       MPIBLOCKOPT     4     16         1          25         0          16         0.000159263611 
2504       MPIBLOCKOPT     4     16         1          25         0          16         0.000139713287 
2505       MPIBLOCKOPT     4     16         1          25         0          16         0.000149250031 
2506       MPIBLOCKOPT     4     16         1          25         0          16         0.000151157379 
2507       MPIBLOCKOPT     4     16         1          25         0          16         0.000152349472 
2508       MPIBLOCKOPT     4     16         1          25         0          16         0.000137805939 
2509       MPIBLOCKOPT     4     16         1          25         0          16         0.000150680542 
2510       MPIBLOCKOPT     4     16         1          25         0          16         0.000155448914 
2511       MPIBLOCKOPT     4     16         1          25         0          16         0.000155925751 
2512       MPIBLOCKOPT     4     16         1          25         0          16         0.000146150589 
2513       MPIBLOCKOPT     4     16         1          25         0          16         0.000144720078 
2514       MPIBLOCKOPT     4     16         1          25         0          16         0.000155210495 
2515       MPIBLOCKOPT     4     16         1          25         0          16         0.000149011612 
2516       MPIBLOCKOPT     4     16         1          25         0          16         0.000159978867 
2517       MPIBLOCKOPT     4     16         1          25         0          16         0.000167131424 
