N°        Compile         Mode  Dimension  Test_Mode  Samples    N Procs    Scaling    Avg_Time(s)     Seq_time(s)     Speedup    Efficiency
101        MPIBLOCKOPT     4     16         1          25         4          0          0.000068640709  0.000013542175  0.20       4.93      %
102        MPIBLOCKOPT     4     16         1          25         16         0          0.000142693520  0.000013542175  0.09       0.59      %
103        MPIBLOCKOPT     4     16         1          25         32         0          0.000138735771  0.000013542175  0.10       0.31      %
104        MPIBLOCKOPT     4     16         1          25         64         0          0.000148892403  0.000013542175  0.09       0.14      %
106        MPIBLOCKOPT     4     32         1          25         4          0          0.000114583969  0.000021982193  0.19       4.80      %
107        MPIBLOCKOPT     4     32         1          25         16         0          0.000193786621  0.000021982193  0.11       0.71      %
109        MPIBLOCKOPT     4     64         1          25         4          0          0.000225281715  0.000049519539  0.22       5.50      %
110        MPIBLOCKOPT     4     64         1          25         16         0          0.000366306305  0.000049519539  0.14       0.84      %
111        MPIBLOCKOPT     4     64         1          25         64         0          0.000473737717  0.000049519539  0.10       0.16      %
113        MPIBLOCKOPT     4     128        1          25         4          0          0.000462770462  0.000173163414  0.37       9.35      %
114        MPIBLOCKOPT     4     128        1          25         16         0          0.000728511810  0.000173163414  0.24       1.49      %
115        MPIBLOCKOPT     4     128        1          25         64         0          0.001106071472  0.000173163414  0.16       0.24      %
117        MPIBLOCKOPT     4     256        1          25         4          0          0.001158118248  0.000695252419  0.60       15.01     %
118        MPIBLOCKOPT     4     256        1          25         16         0          0.001659774780  0.000695252419  0.42       2.62      %
119        MPIBLOCKOPT     4     256        1          25         64         0          0.002337527275  0.000695252419  0.30       0.46      %
121        MPIBLOCKOPT     4     512        1          25         4          0          0.003024911880  0.002976894379  0.98       24.60     %
122        MPIBLOCKOPT     4     512        1          25         16         0          0.005194282532  0.002976894379  0.57       3.58      %
123        MPIBLOCKOPT     4     512        1          25         64         0          0.004836702347  0.002976894379  0.62       0.96      %
125        MPIBLOCKOPT     4     1024       1          25         4          0          0.009202671051  0.012553596497  1.36       34.10     %
126        MPIBLOCKOPT     4     1024       1          25         16         0          0.015928673744  0.012553596497  0.79       4.93      %
127        MPIBLOCKOPT     4     1024       1          25         64         0          0.012939476967  0.012553596497  0.97       1.52      %
129        MPIBLOCKOPT     4     2048       1          25         4          0          0.031590819359  0.058027601242  1.84       45.92     %
130        MPIBLOCKOPT     4     2048       1          25         16         0          0.046076536179  0.058027601242  1.26       7.87      %
131        MPIBLOCKOPT     4     2048       1          25         64         0          0.034733939171  0.058027601242  1.67       2.61      %
133        MPIBLOCKOPT     4     4096       1          25         4          0          0.170911121368  0.268514680862  1.57       39.28     %
134        MPIBLOCKOPT     4     4096       1          25         16         0          0.186351752281  0.268514680862  1.44       9.01      %
135        MPIBLOCKOPT     4     4096       1          25         64         0          0.106311511993  0.268514680862  2.53       3.95      %
137        MPIBLOCKOPT     4     16         1          25         4          1          0.000215029716  0.000013518333  0.06       1.57      %
138        MPIBLOCKOPT     4     16         1          25         16         1          0.001573991776  0.000013518333  0.01       0.05      %
140        MPIBLOCKOPT     4     32         1          25         4          1          0.000470829010  0.000021409988  0.05       1.14      %
141        MPIBLOCKOPT     4     32         1          25         16         1          0.004862427711  0.000021409988  0.00       0.03      %
143        MPIBLOCKOPT     4     64         1          25         4          1          0.001176261902  0.000050330162  0.04       1.07      %
144        MPIBLOCKOPT     4     64         1          25         16         1          0.015743780136  0.000050330162  0.00       0.02      %
146        MPIBLOCKOPT     4     128        1          25         4          1          0.003156566620  0.000175642967  0.06       1.39      %
147        MPIBLOCKOPT     4     128        1          25         16         1          0.048576593399  0.000175642967  0.00       0.02      %
149        MPIBLOCKOPT     4     256        1          25         4          1          0.009796762466  0.000692915916  0.07       1.77      %
150        MPIBLOCKOPT     4     256        1          25         16         1          0.142359638214  0.000692915916  0.00       0.03      %
152        MPIBLOCKOPT     4     512        1          25         4          1          0.030617189407  0.002708244324  0.09       2.21      %
153        MPIBLOCKOPT     4     512        1          25         16         1          0.904054594040  0.002708244324  0.00       0.02      %
155        MPIBLOCKOPT     4     1024       1          25         4          1          0.166741275787  0.012909317017  0.08       1.94      %
156        MPIBLOCKOPT     4     1024       1          25         16         1          2.617441654205  0.012909317017  0.00       0.03      %
